NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-05-13;Home;Menors de 15;No;9;110;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-05-13;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-12;Altres;N/A;--;0;62;0;4;0;46;13;1
CATALUNYA;CATALUNYA;2020-05-12;Dona;Entre 15 i 64;No;86;3122;0;7;0;126;23;0
CATALUNYA;CATALUNYA;2020-05-12;Dona;Entre 15 i 64;Si;4;86;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-12;Dona;Entre 65 i 74;No;9;273;0;5;1;78;22;0
CATALUNYA;CATALUNYA;2020-05-12;Dona;Entre 65 i 74;Si;1;58;0;0;0;8;1;0
CATALUNYA;CATALUNYA;2020-05-12;Dona;Majors de 74;No;11;515;0;14;1;136;5;8
CATALUNYA;CATALUNYA;2020-05-12;Dona;Majors de 74;Si;31;895;0;3;0;165;0;13
CATALUNYA;CATALUNYA;2020-05-12;Dona;Menors de 15;No;2;74;0;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-05-12;Dona;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-12;Home;Entre 15 i 64;No;38;1435;0;14;4;292;110;2
CATALUNYA;CATALUNYA;2020-05-12;Home;Entre 15 i 64;Si;3;116;0;1;0;12;0;0
CATALUNYA;CATALUNYA;2020-05-12;Home;Entre 65 i 74;No;8;378;0;7;3;197;78;4
CATALUNYA;CATALUNYA;2020-05-12;Home;Entre 65 i 74;Si;0;71;0;0;0;18;3;0
CATALUNYA;CATALUNYA;2020-05-12;Home;Majors de 74;No;14;522;0;10;1;169;16;8
CATALUNYA;CATALUNYA;2020-05-12;Home;Majors de 74;Si;8;266;0;7;0;81;0;6
CATALUNYA;CATALUNYA;2020-05-12;Home;Menors de 15;No;2;99;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-05-12;Home;Menors de 15;Si;0;2;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-11;Altres;N/A;--;4;65;0;2;0;53;15;0
CATALUNYA;CATALUNYA;2020-05-11;Dona;Entre 15 i 64;No;88;2574;0;14;0;150;27;1
CATALUNYA;CATALUNYA;2020-05-11;Dona;Entre 15 i 64;Si;2;133;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-05-11;Dona;Entre 65 i 74;No;3;281;0;4;0;85;26;3
CATALUNYA;CATALUNYA;2020-05-11;Dona;Entre 65 i 74;Si;1;41;0;0;0;10;1;0
CATALUNYA;CATALUNYA;2020-05-11;Dona;Majors de 74;No;4;410;0;6;1;138;7;4
CATALUNYA;CATALUNYA;2020-05-11;Dona;Majors de 74;Si;21;685;0;9;0;178;0;26
CATALUNYA;CATALUNYA;2020-05-11;Dona;Menors de 15;No;4;92;0;1;0;4;1;0
CATALUNYA;CATALUNYA;2020-05-11;Dona;Menors de 15;Si;0;8;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-11;Home;Entre 15 i 64;No;60;1339;0;12;1;312;120;3
CATALUNYA;CATALUNYA;2020-05-11;Home;Entre 15 i 64;Si;1;195;0;0;0;12;0;0
CATALUNYA;CATALUNYA;2020-05-11;Home;Entre 65 i 74;No;10;288;0;12;1;207;78;7
CATALUNYA;CATALUNYA;2020-05-11;Home;Entre 65 i 74;Si;1;51;0;0;0;20;3;0
CATALUNYA;CATALUNYA;2020-05-11;Home;Majors de 74;No;12;423;0;5;1;177;16;3
CATALUNYA;CATALUNYA;2020-05-11;Home;Majors de 74;Si;2;188;0;6;0;88;0;9
CATALUNYA;CATALUNYA;2020-05-11;Home;Menors de 15;No;8;116;0;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-05-11;Home;Menors de 15;Si;0;11;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-10;Altres;N/A;--;0;11;0;0;0;56;15;0
CATALUNYA;CATALUNYA;2020-05-10;Dona;Entre 15 i 64;No;33;962;0;7;0;154;30;2
CATALUNYA;CATALUNYA;2020-05-10;Dona;Entre 15 i 64;Si;2;20;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-05-10;Dona;Entre 65 i 74;No;0;73;0;2;3;88;28;0
CATALUNYA;CATALUNYA;2020-05-10;Dona;Entre 65 i 74;Si;0;17;0;0;0;11;1;0
CATALUNYA;CATALUNYA;2020-05-10;Dona;Majors de 74;No;6;171;0;8;0;149;9;6
CATALUNYA;CATALUNYA;2020-05-10;Dona;Majors de 74;Si;14;255;0;9;0;191;0;18
CATALUNYA;CATALUNYA;2020-05-10;Dona;Menors de 15;No;0;13;0;0;0;6;2;0
CATALUNYA;CATALUNYA;2020-05-10;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-10;Home;Entre 15 i 64;No;18;386;0;6;2;325;127;3
CATALUNYA;CATALUNYA;2020-05-10;Home;Entre 15 i 64;Si;1;27;0;0;0;13;0;0
CATALUNYA;CATALUNYA;2020-05-10;Home;Entre 65 i 74;No;4;90;0;3;1;210;83;1
CATALUNYA;CATALUNYA;2020-05-10;Home;Entre 65 i 74;Si;1;14;0;0;0;24;4;1
CATALUNYA;CATALUNYA;2020-05-10;Home;Majors de 74;No;4;160;0;9;0;187;22;11
CATALUNYA;CATALUNYA;2020-05-10;Home;Majors de 74;Si;6;87;0;4;0;95;1;8
CATALUNYA;CATALUNYA;2020-05-10;Home;Menors de 15;No;0;35;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-05-10;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-09;Altres;N/A;--;1;48;0;0;0;60;16;0
CATALUNYA;CATALUNYA;2020-05-09;Dona;Entre 15 i 64;No;46;1877;0;10;1;148;30;0
CATALUNYA;CATALUNYA;2020-05-09;Dona;Entre 15 i 64;Si;3;131;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-05-09;Dona;Entre 65 i 74;No;1;130;0;5;0;86;27;0
CATALUNYA;CATALUNYA;2020-05-09;Dona;Entre 65 i 74;Si;1;40;0;0;0;11;1;1
CATALUNYA;CATALUNYA;2020-05-09;Dona;Majors de 74;No;6;239;0;5;1;144;9;4
CATALUNYA;CATALUNYA;2020-05-09;Dona;Majors de 74;Si;45;423;0;7;0;187;0;20
CATALUNYA;CATALUNYA;2020-05-09;Dona;Menors de 15;No;1;38;0;0;0;6;2;0
CATALUNYA;CATALUNYA;2020-05-09;Dona;Menors de 15;Si;0;7;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-09;Home;Entre 15 i 64;No;29;801;0;14;1;326;131;2
CATALUNYA;CATALUNYA;2020-05-09;Home;Entre 15 i 64;Si;2;180;0;0;0;13;1;0
CATALUNYA;CATALUNYA;2020-05-09;Home;Entre 65 i 74;No;2;175;0;4;0;211;87;0
CATALUNYA;CATALUNYA;2020-05-09;Home;Entre 65 i 74;Si;2;35;0;0;0;25;4;0
CATALUNYA;CATALUNYA;2020-05-09;Home;Majors de 74;No;5;213;0;9;0;186;24;5
CATALUNYA;CATALUNYA;2020-05-09;Home;Majors de 74;Si;8;145;0;4;1;97;2;9
CATALUNYA;CATALUNYA;2020-05-09;Home;Menors de 15;No;0;44;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-05-09;Home;Menors de 15;Si;0;8;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-08;Altres;N/A;--;3;63;0;3;0;56;16;1
CATALUNYA;CATALUNYA;2020-05-08;Dona;Entre 15 i 64;No;71;3400;0;8;2;147;31;2
CATALUNYA;CATALUNYA;2020-05-08;Dona;Entre 15 i 64;Si;1;92;0;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-05-08;Dona;Entre 65 i 74;No;6;249;0;7;1;86;30;1
CATALUNYA;CATALUNYA;2020-05-08;Dona;Entre 65 i 74;Si;3;60;0;0;0;11;1;1
CATALUNYA;CATALUNYA;2020-05-08;Dona;Majors de 74;No;9;397;0;8;0;144;7;7
CATALUNYA;CATALUNYA;2020-05-08;Dona;Majors de 74;Si;30;751;0;12;1;184;1;16
CATALUNYA;CATALUNYA;2020-05-08;Dona;Menors de 15;No;3;73;0;2;0;5;1;0
CATALUNYA;CATALUNYA;2020-05-08;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-08;Home;Entre 15 i 64;No;47;1568;0;11;2;331;136;2
CATALUNYA;CATALUNYA;2020-05-08;Home;Entre 15 i 64;Si;5;113;0;1;0;12;1;0
CATALUNYA;CATALUNYA;2020-05-08;Home;Entre 65 i 74;No;2;328;0;8;1;210;87;7
CATALUNYA;CATALUNYA;2020-05-08;Home;Entre 65 i 74;Si;3;72;0;3;0;24;4;1
CATALUNYA;CATALUNYA;2020-05-08;Home;Majors de 74;No;5;390;0;12;4;181;27;7
CATALUNYA;CATALUNYA;2020-05-08;Home;Majors de 74;Si;12;268;0;4;0;93;1;7
CATALUNYA;CATALUNYA;2020-05-08;Home;Menors de 15;No;2;81;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-05-08;Home;Menors de 15;Si;0;3;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-07;Altres;N/A;--;3;108;0;2;1;60;17;0
CATALUNYA;CATALUNYA;2020-05-07;Dona;Entre 15 i 64;No;52;3225;0;14;1;160;31;5
CATALUNYA;CATALUNYA;2020-05-07;Dona;Entre 15 i 64;Si;1;63;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-05-07;Dona;Entre 65 i 74;No;8;209;0;0;2;91;29;3
CATALUNYA;CATALUNYA;2020-05-07;Dona;Entre 65 i 74;Si;2;52;0;1;0;17;2;2
CATALUNYA;CATALUNYA;2020-05-07;Dona;Majors de 74;No;7;361;0;4;1;162;8;10
CATALUNYA;CATALUNYA;2020-05-07;Dona;Majors de 74;Si;35;842;0;10;0;196;1;31
CATALUNYA;CATALUNYA;2020-05-07;Dona;Menors de 15;No;4;48;0;2;0;3;1;0
CATALUNYA;CATALUNYA;2020-05-07;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-07;Home;Entre 15 i 64;No;30;1341;0;14;1;358;139;4
CATALUNYA;CATALUNYA;2020-05-07;Home;Entre 15 i 64;Si;0;90;0;1;0;12;1;0
CATALUNYA;CATALUNYA;2020-05-07;Home;Entre 65 i 74;No;2;305;0;1;2;229;91;4
CATALUNYA;CATALUNYA;2020-05-07;Home;Entre 65 i 74;Si;1;55;0;0;0;25;4;1
CATALUNYA;CATALUNYA;2020-05-07;Home;Majors de 74;No;7;388;0;13;3;187;24;9
CATALUNYA;CATALUNYA;2020-05-07;Home;Majors de 74;Si;9;260;0;4;0;108;0;13
CATALUNYA;CATALUNYA;2020-05-07;Home;Menors de 15;No;2;40;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-05-07;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-06;Altres;N/A;--;4;84;0;3;2;71;17;1
CATALUNYA;CATALUNYA;2020-05-06;Dona;Entre 15 i 64;No;84;3627;0;12;1;160;35;1
CATALUNYA;CATALUNYA;2020-05-06;Dona;Entre 15 i 64;Si;6;77;0;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-05-06;Dona;Entre 65 i 74;No;6;239;0;10;1;106;32;2
CATALUNYA;CATALUNYA;2020-05-06;Dona;Entre 65 i 74;Si;1;80;0;0;0;21;3;1
CATALUNYA;CATALUNYA;2020-05-06;Dona;Majors de 74;No;13;468;0;10;1;172;8;9
CATALUNYA;CATALUNYA;2020-05-06;Dona;Majors de 74;Si;48;1276;0;10;0;216;1;31
CATALUNYA;CATALUNYA;2020-05-06;Dona;Menors de 15;No;0;66;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-05-06;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-06;Home;Entre 15 i 64;No;36;1478;0;21;0;368;142;3
CATALUNYA;CATALUNYA;2020-05-06;Home;Entre 15 i 64;Si;2;112;0;0;0;10;1;0
CATALUNYA;CATALUNYA;2020-05-06;Home;Entre 65 i 74;No;6;353;0;11;0;248;96;2
CATALUNYA;CATALUNYA;2020-05-06;Home;Entre 65 i 74;Si;4;72;0;0;0;25;4;0
CATALUNYA;CATALUNYA;2020-05-06;Home;Majors de 74;No;7;469;0;9;0;205;23;15
CATALUNYA;CATALUNYA;2020-05-06;Home;Majors de 74;Si;23;375;0;2;0;121;0;16
CATALUNYA;CATALUNYA;2020-05-06;Home;Menors de 15;No;1;81;0;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-05-06;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-05;Altres;N/A;--;1;79;0;4;0;73;13;1
CATALUNYA;CATALUNYA;2020-05-05;Dona;Entre 15 i 64;No;90;3075;0;12;2;188;38;0
CATALUNYA;CATALUNYA;2020-05-05;Dona;Entre 15 i 64;Si;2;79;0;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-05-05;Dona;Entre 65 i 74;No;7;227;0;6;0;117;31;3
CATALUNYA;CATALUNYA;2020-05-05;Dona;Entre 65 i 74;Si;4;75;0;1;0;27;4;0
CATALUNYA;CATALUNYA;2020-05-05;Dona;Majors de 74;No;8;480;0;18;0;189;9;10
CATALUNYA;CATALUNYA;2020-05-05;Dona;Majors de 74;Si;51;1040;0;9;0;255;1;30
CATALUNYA;CATALUNYA;2020-05-05;Dona;Menors de 15;No;2;48;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-05-05;Dona;Menors de 15;Si;0;17;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-05;Home;Entre 15 i 64;No;34;1300;0;16;4;415;164;3
CATALUNYA;CATALUNYA;2020-05-05;Home;Entre 15 i 64;Si;1;97;0;1;0;11;1;1
CATALUNYA;CATALUNYA;2020-05-05;Home;Entre 65 i 74;No;6;331;0;13;0;268;112;4
CATALUNYA;CATALUNYA;2020-05-05;Home;Entre 65 i 74;Si;1;87;0;1;0;28;4;2
CATALUNYA;CATALUNYA;2020-05-05;Home;Majors de 74;No;7;479;0;16;1;236;29;21
CATALUNYA;CATALUNYA;2020-05-05;Home;Majors de 74;Si;13;323;0;7;0;127;0;15
CATALUNYA;CATALUNYA;2020-05-05;Home;Menors de 15;No;1;67;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-05-05;Home;Menors de 15;Si;0;11;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-04;Altres;N/A;--;8;106;0;2;1;75;14;0
CATALUNYA;CATALUNYA;2020-05-04;Dona;Entre 15 i 64;No;81;2962;0;12;0;195;34;1
CATALUNYA;CATALUNYA;2020-05-04;Dona;Entre 15 i 64;Si;1;74;0;0;0;7;0;0
CATALUNYA;CATALUNYA;2020-05-04;Dona;Entre 65 i 74;No;6;224;0;3;0;123;34;4
CATALUNYA;CATALUNYA;2020-05-04;Dona;Entre 65 i 74;Si;2;68;0;2;0;30;4;1
CATALUNYA;CATALUNYA;2020-05-04;Dona;Majors de 74;No;7;362;0;7;1;181;10;10
CATALUNYA;CATALUNYA;2020-05-04;Dona;Majors de 74;Si;50;1053;0;13;1;280;0;39
CATALUNYA;CATALUNYA;2020-05-04;Dona;Menors de 15;No;2;42;0;1;1;3;2;0
CATALUNYA;CATALUNYA;2020-05-04;Dona;Menors de 15;Si;0;5;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-04;Home;Entre 15 i 64;No;46;1164;0;20;2;425;167;0
CATALUNYA;CATALUNYA;2020-05-04;Home;Entre 15 i 64;Si;1;98;0;0;0;13;1;0
CATALUNYA;CATALUNYA;2020-05-04;Home;Entre 65 i 74;No;7;297;0;4;0;280;112;7
CATALUNYA;CATALUNYA;2020-05-04;Home;Entre 65 i 74;Si;3;78;0;1;0;31;5;1
CATALUNYA;CATALUNYA;2020-05-04;Home;Majors de 74;No;15;366;0;13;0;246;30;11
CATALUNYA;CATALUNYA;2020-05-04;Home;Majors de 74;Si;12;332;0;5;0;138;1;11
CATALUNYA;CATALUNYA;2020-05-04;Home;Menors de 15;No;1;46;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-05-04;Home;Menors de 15;Si;0;8;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-03;Altres;N/A;--;2;19;0;3;0;80;15;0
CATALUNYA;CATALUNYA;2020-05-03;Dona;Entre 15 i 64;No;22;1222;0;3;2;220;46;0
CATALUNYA;CATALUNYA;2020-05-03;Dona;Entre 15 i 64;Si;1;21;0;0;0;9;0;0
CATALUNYA;CATALUNYA;2020-05-03;Dona;Entre 65 i 74;No;3;96;0;2;0;132;40;3
CATALUNYA;CATALUNYA;2020-05-03;Dona;Entre 65 i 74;Si;0;44;0;0;0;28;4;0
CATALUNYA;CATALUNYA;2020-05-03;Dona;Majors de 74;No;4;231;0;10;0;208;13;12
CATALUNYA;CATALUNYA;2020-05-03;Dona;Majors de 74;Si;13;566;0;5;1;302;1;31
CATALUNYA;CATALUNYA;2020-05-03;Dona;Menors de 15;No;0;25;0;1;0;3;2;0
CATALUNYA;CATALUNYA;2020-05-03;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-03;Home;Entre 15 i 64;No;18;468;0;11;1;465;185;3
CATALUNYA;CATALUNYA;2020-05-03;Home;Entre 15 i 64;Si;0;70;0;1;0;20;1;0
CATALUNYA;CATALUNYA;2020-05-03;Home;Entre 65 i 74;No;4;128;0;4;0;298;127;6
CATALUNYA;CATALUNYA;2020-05-03;Home;Entre 65 i 74;Si;2;43;0;0;0;34;5;0
CATALUNYA;CATALUNYA;2020-05-03;Home;Majors de 74;No;5;219;0;4;0;277;35;13
CATALUNYA;CATALUNYA;2020-05-03;Home;Majors de 74;Si;2;225;0;6;0;157;3;20
CATALUNYA;CATALUNYA;2020-05-03;Home;Menors de 15;No;0;23;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-03;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-02;Altres;N/A;--;1;54;0;3;0;81;16;1
CATALUNYA;CATALUNYA;2020-05-02;Dona;Entre 15 i 64;No;52;1805;0;14;3;218;48;2
CATALUNYA;CATALUNYA;2020-05-02;Dona;Entre 15 i 64;Si;1;35;0;0;0;9;0;1
CATALUNYA;CATALUNYA;2020-05-02;Dona;Entre 65 i 74;No;2;135;0;2;1;137;43;2
CATALUNYA;CATALUNYA;2020-05-02;Dona;Entre 65 i 74;Si;2;36;0;0;0;28;4;0
CATALUNYA;CATALUNYA;2020-05-02;Dona;Majors de 74;No;5;305;0;8;0;208;13;4
CATALUNYA;CATALUNYA;2020-05-02;Dona;Majors de 74;Si;31;561;0;15;0;296;1;38
CATALUNYA;CATALUNYA;2020-05-02;Dona;Menors de 15;No;1;30;0;0;0;2;2;0
CATALUNYA;CATALUNYA;2020-05-02;Dona;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-02;Home;Entre 15 i 64;No;25;818;0;5;0;475;193;3
CATALUNYA;CATALUNYA;2020-05-02;Home;Entre 15 i 64;Si;11;69;0;0;0;23;1;1
CATALUNYA;CATALUNYA;2020-05-02;Home;Entre 65 i 74;No;2;146;0;5;0;305;137;8
CATALUNYA;CATALUNYA;2020-05-02;Home;Entre 65 i 74;Si;5;23;0;1;0;34;6;3
CATALUNYA;CATALUNYA;2020-05-02;Home;Majors de 74;No;6;201;0;3;0;291;35;16
CATALUNYA;CATALUNYA;2020-05-02;Home;Majors de 74;Si;14;177;0;3;0;154;3;15
CATALUNYA;CATALUNYA;2020-05-02;Home;Menors de 15;No;0;40;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-05-02;Home;Menors de 15;Si;0;3;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-01;Altres;N/A;--;3;168;0;11;2;347;112;2
CATALUNYA;CATALUNYA;2020-05-01;Dona;Entre 15 i 64;No;71;2881;0;13;0;183;36;0
CATALUNYA;CATALUNYA;2020-05-01;Dona;Entre 15 i 64;Si;0;70;0;0;0;7;0;1
CATALUNYA;CATALUNYA;2020-05-01;Dona;Entre 65 i 74;No;5;117;0;3;0;120;36;2
CATALUNYA;CATALUNYA;2020-05-01;Dona;Entre 65 i 74;Si;5;68;0;1;0;25;4;1
CATALUNYA;CATALUNYA;2020-05-01;Dona;Majors de 74;No;12;309;0;5;0;197;13;10
CATALUNYA;CATALUNYA;2020-05-01;Dona;Majors de 74;Si;50;1094;0;9;0;290;2;35
CATALUNYA;CATALUNYA;2020-05-01;Dona;Menors de 15;No;0;41;0;0;0;2;2;0
CATALUNYA;CATALUNYA;2020-05-01;Dona;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-01;Home;Entre 15 i 64;No;38;1416;0;11;1;389;151;1
CATALUNYA;CATALUNYA;2020-05-01;Home;Entre 15 i 64;Si;4;89;0;0;0;21;1;0
CATALUNYA;CATALUNYA;2020-05-01;Home;Entre 65 i 74;No;6;160;0;5;1;266;120;5
CATALUNYA;CATALUNYA;2020-05-01;Home;Entre 65 i 74;Si;5;61;0;0;0;31;4;2
CATALUNYA;CATALUNYA;2020-05-01;Home;Majors de 74;No;6;243;0;9;0;270;32;7
CATALUNYA;CATALUNYA;2020-05-01;Home;Majors de 74;Si;10;354;0;7;0;149;3;24
CATALUNYA;CATALUNYA;2020-05-01;Home;Menors de 15;No;0;55;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-05-01;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-04-30;Altres;N/A;--;7;170;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Dona;Entre 15 i 64;No;121;3992;0;0;0;0;0;3
CATALUNYA;CATALUNYA;2020-04-30;Dona;Entre 15 i 64;Si;2;140;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Dona;Entre 65 i 74;No;4;230;0;0;0;0;0;4
CATALUNYA;CATALUNYA;2020-04-30;Dona;Entre 65 i 74;Si;5;117;0;0;0;0;0;2
CATALUNYA;CATALUNYA;2020-04-30;Dona;Majors de 74;No;17;517;0;0;0;0;0;11
CATALUNYA;CATALUNYA;2020-04-30;Dona;Majors de 74;Si;77;1365;0;0;0;0;0;39
CATALUNYA;CATALUNYA;2020-04-30;Dona;Menors de 15;No;2;50;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Dona;Menors de 15;Si;0;5;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Home;Entre 15 i 64;No;51;1882;0;0;0;0;0;3
CATALUNYA;CATALUNYA;2020-04-30;Home;Entre 15 i 64;Si;6;244;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Home;Entre 65 i 74;No;3;311;0;0;0;0;0;4
CATALUNYA;CATALUNYA;2020-04-30;Home;Entre 65 i 74;Si;5;99;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Home;Majors de 74;No;10;448;0;0;0;0;0;14
CATALUNYA;CATALUNYA;2020-04-30;Home;Majors de 74;Si;17;463;0;0;0;0;0;15
CATALUNYA;CATALUNYA;2020-04-30;Home;Menors de 15;No;3;60;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-30;Home;Menors de 15;Si;0;18;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Altres;N/A;--;8;110;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Dona;Entre 15 i 64;No;150;3802;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Dona;Entre 15 i 64;Si;14;217;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Dona;Entre 65 i 74;No;5;179;0;0;0;0;0;4
CATALUNYA;CATALUNYA;2020-04-29;Dona;Entre 65 i 74;Si;8;80;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Dona;Majors de 74;No;15;536;0;0;0;0;0;12
CATALUNYA;CATALUNYA;2020-04-29;Dona;Majors de 74;Si;111;1278;0;0;0;0;0;40
CATALUNYA;CATALUNYA;2020-04-29;Dona;Menors de 15;No;0;31;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Dona;Menors de 15;Si;2;9;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Home;Entre 15 i 64;No;72;1730;0;0;0;0;0;5
CATALUNYA;CATALUNYA;2020-04-29;Home;Entre 15 i 64;Si;6;250;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Home;Entre 65 i 74;No;12;255;0;0;0;0;0;6
CATALUNYA;CATALUNYA;2020-04-29;Home;Entre 65 i 74;Si;6;106;0;0;0;0;0;2
CATALUNYA;CATALUNYA;2020-04-29;Home;Majors de 74;No;16;389;0;0;0;0;0;13
CATALUNYA;CATALUNYA;2020-04-29;Home;Majors de 74;Si;37;414;0;0;0;0;0;24
CATALUNYA;CATALUNYA;2020-04-29;Home;Menors de 15;No;3;38;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-29;Home;Menors de 15;Si;0;3;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Altres;N/A;--;11;173;0;0;0;0;0;1
CATALUNYA;CATALUNYA;2020-04-28;Dona;Entre 15 i 64;No;131;4108;0;0;0;0;0;1
CATALUNYA;CATALUNYA;2020-04-28;Dona;Entre 15 i 64;Si;11;146;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Dona;Entre 65 i 74;No;6;242;0;0;0;0;0;5
CATALUNYA;CATALUNYA;2020-04-28;Dona;Entre 65 i 74;Si;6;93;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Dona;Majors de 74;No;22;509;0;0;0;0;0;22
CATALUNYA;CATALUNYA;2020-04-28;Dona;Majors de 74;Si;120;1522;0;0;0;0;0;49
CATALUNYA;CATALUNYA;2020-04-28;Dona;Menors de 15;No;1;42;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Dona;Menors de 15;Si;0;3;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Home;Entre 15 i 64;No;73;1674;0;0;0;0;0;5
CATALUNYA;CATALUNYA;2020-04-28;Home;Entre 15 i 64;Si;7;228;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Home;Entre 65 i 74;No;8;326;0;0;0;0;0;8
CATALUNYA;CATALUNYA;2020-04-28;Home;Entre 65 i 74;Si;6;92;0;0;0;0;0;2
CATALUNYA;CATALUNYA;2020-04-28;Home;Majors de 74;No;11;446;0;0;0;0;0;9
CATALUNYA;CATALUNYA;2020-04-28;Home;Majors de 74;Si;34;463;0;0;0;0;0;26
CATALUNYA;CATALUNYA;2020-04-28;Home;Menors de 15;No;2;45;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-28;Home;Menors de 15;Si;0;9;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-27;Altres;N/A;--;12;77;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-04-27;Dona;Entre 15 i 64;No;146;2871;0;0;0;0;0;3
CATALUNYA;CATALUNYA;2020-04-27;Dona;Entre 15 i 64;Si;5;120;0;0;0;0;0;0
